"season","season_week","week_start_date","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","TAVG","Bt"
"2001/2002",39,2002-01-22,0,1,6,0,15,4,26,25.6571428571429,0.986122546741598
"2001/2002",40,2002-01-29,0,0,6,0,10,3,19,24.9714285714286,0.881260125602954
"2001/2002",41,2002-02-05,0,0,5,0,13,0,18,25.4142857142857,0.948728844405449
"2001/2002",42,2002-02-12,0,0,7,0,13,2,22,25.7857142857143,1.00600241584611
"2001/2002",43,2002-02-19,0,0,5,0,9,2,16,25.2,0.915949914927946
"2001/2002",44,2002-02-26,0,0,5,0,10,3,18,25.4571428571429,0.955310565285697
"2001/2002",45,2002-03-05,0,0,2,0,4,0,6,25.8428571428571,1.01485271484437
"2001/2002",46,2002-03-12,0,0,3,0,8,1,12,25.7857142857143,1.00600241584611
"2001/2002",47,2002-03-19,0,0,3,0,3,0,6,26.7571428571429,1.1568424630043
"2001/2002",48,2002-03-26,0,0,2,0,4,0,6,26.2285714285714,1.07474763561088
"2001/2002",49,2002-04-02,0,0,1,0,2,0,3,27.1142857142857,1.21193425572253
"2001/2002",50,2002-04-09,0,0,3,0,3,1,7,25.4571428571429,0.955310565285697
"2001/2002",51,2002-04-16,0,0,0,0,4,2,6,25.7,0.992743613694987
"2001/2002",52,2002-04-23,0,0,0,0,1,0,1,26.4571428571429,1.11028507104192
"2002/2003",1,2002-04-30,0,0,1,0,2,0,3,26.4428571428571,1.10806470532745
"2002/2003",2,2002-05-07,0,0,1,0,1,0,2,26.1428571428571,1.06142226417045
"2002/2003",3,2002-05-14,0,0,0,0,2,0,2,27.7142857142857,1.3028977011936
"2002/2003",4,2002-05-21,0,0,0,0,1,0,1,28.1714285714286,1.37006946483868
"2002/2003",5,2002-05-28,0,0,2,0,6,2,10,28.4428571428571,1.40874959690055
"2002/2003",6,2002-06-04,0,0,0,0,2,1,3,28.4571428571429,1.4107565223495
"2002/2003",7,2002-06-11,0,0,1,0,2,0,3,28.5285714285714,1.42074482641994
"2002/2003",8,2002-06-18,0,0,0,0,1,0,1,27.5857142857143,1.28363026117671
"2002/2003",9,2002-06-25,0,0,0,0,0,1,1,28.3428571428571,1.39461759854826
"2002/2003",10,2002-07-02,0,0,0,0,2,0,2,28.1571428571429,1.36800646002977
"2002/2003",11,2002-07-09,0,0,0,0,6,0,6,28.2857142857143,1.38647866511436
"2002/2003",12,2002-07-16,0,0,3,0,0,0,3,28.2285714285714,1.3782954515598
"2002/2003",13,2002-07-23,0,0,1,0,2,0,3,28.4857142857143,1.4147611819908
"2002/2003",14,2002-07-30,0,0,3,0,1,1,5,28.4714285714286,1.41276039217953
"2002/2003",15,2002-08-06,0,1,1,0,2,0,4,28.7428571428571,1.4502205413413
"2002/2003",16,2002-08-13,0,0,1,0,6,0,7,28,1.34514971259517
"2002/2003",17,2002-08-20,0,0,2,0,3,1,6,28.6428571428571,1.43655955053467
"2002/2003",18,2002-08-27,0,0,3,0,1,1,5,27.5,1.27070890408178
"2002/2003",19,2002-09-03,0,0,4,0,3,0,7,29.1571428571429,1.50486059229712
"2002/2003",20,2002-09-10,0,0,4,0,2,0,6,28.6571428571429,1.43852145516773
"2002/2003",21,2002-09-17,0,0,2,0,1,1,4,28.2,1.37418771124248
"2002/2003",22,2002-09-24,0,0,1,0,2,1,4,27.7714285714286,1.31141339049697
"2002/2003",23,2002-10-01,0,0,1,0,2,4,7,27.9428571428571,1.33676740650384
"2002/2003",24,2002-10-08,0,0,1,0,8,0,9,27.5428571428571,1.2771768462256
"2002/2003",25,2002-10-15,0,0,1,0,4,0,5,27.9857142857143,1.34305753857536
"2002/2003",26,2002-10-22,0,0,1,0,3,1,5,27.5428571428571,1.2771768462256
"2002/2003",27,2002-10-29,0,0,1,0,7,2,10,27.3857142857143,1.25339426274098
"2002/2003",28,2002-11-05,0,0,2,0,4,0,6,27.3142857142857,1.24252679732557
"2002/2003",29,2002-11-12,0,0,2,0,10,1,13,27.2142857142857,1.22725874399029
"2002/2003",30,2002-11-19,0,0,0,0,6,0,6,26.9857142857143,1.19215906471492
"2002/2003",31,2002-11-26,0,0,0,0,2,3,5,26.4285714285714,1.10584416579844
"2002/2003",32,2002-12-03,0,0,2,0,3,0,5,26.0714285714286,1.05032223433531
"2002/2003",33,2002-12-10,0,0,4,0,5,0,9,25.9285714285714,1.02814246799272
"2002/2003",34,2002-12-17,0,0,1,0,2,0,3,25.7,0.992743613694987
"2002/2003",35,2002-12-24,0,1,0,0,4,1,6,25.5285714285714,0.966297270524
"2002/2003",36,2003-01-01,0,2,1,0,8,0,11,25.4285714285714,0.95092186137057
"2002/2003",37,2003-01-08,0,1,1,0,5,0,7,25.6714285714286,0.988328913647678
"2002/2003",38,2003-01-15,0,0,1,0,5,1,7,25.7714285714286,1.00379116784409
"2002/2003",39,2003-01-22,0,0,1,0,12,2,15,25.1714285714286,0.911597197055485
"2002/2003",40,2003-01-29,0,1,1,0,7,0,9,25.1714285714286,0.911597197055485
"2002/2003",41,2003-02-05,0,0,1,0,4,1,6,25.3857142857143,0.944345547338659
"2002/2003",42,2003-02-12,0,0,2,0,4,0,6,25.7428571428571,0.999370365733435
"2002/2003",43,2003-02-19,0,0,3,0,3,0,6,25.5571428571429,0.970697645167061
"2002/2003",44,2003-02-26,0,0,2,0,5,0,7,25.4857142857143,0.959702739483508
"2002/2003",45,2003-03-05,0,0,2,0,7,1,10,26.4714285714286,1.11250524617283
"2002/2003",46,2003-03-12,0,0,1,0,7,0,8,26.6857142857143,1.14577344868655
"2002/2003",47,2003-03-19,0,0,5,0,2,0,7,27.0428571428571,1.20095731545707
"2002/2003",48,2003-03-26,0,1,2,0,7,2,12,26.3428571428571,1.09251821138159
"2002/2003",49,2003-04-02,0,0,0,0,3,0,3,26.3142857142857,1.0880755882897
"2002/2003",50,2003-04-09,0,0,0,0,2,0,2,26.3571428571429,1.09473944440409
"2002/2003",51,2003-04-16,1,2,1,0,3,0,7,25.4285714285714,0.95092186137057
"2002/2003",52,2003-04-23,0,1,2,0,2,0,5,27.3285714285714,1.24470294877567
"2003/2004",1,2003-04-30,0,0,1,0,4,0,5,27.3714285714286,1.25122346803163
"2003/2004",2,2003-05-07,0,0,2,0,5,0,7,26.9857142857143,1.19215906471492
"2003/2004",3,2003-05-14,0,0,3,0,4,0,7,27.0857142857143,1.20754639515967
"2003/2004",4,2003-05-21,0,0,2,0,5,0,7,27.8714285714286,1.32623982506846
"2003/2004",5,2003-05-28,0,0,4,0,3,0,7,27.9428571428571,1.33676740650384
"2003/2004",6,2003-06-04,0,0,3,0,6,1,10,27.4,1.25556366812301
"2003/2004",7,2003-06-11,0,0,9,0,3,1,13,27.4714285714286,1.26638914750255
"2003/2004",8,2003-06-18,0,1,4,0,5,0,10,28.1571428571429,1.36800646002977
"2003/2004",9,2003-06-25,0,2,2,0,10,0,14,28.4285714285714,1.40673964017305
"2003/2004",10,2003-07-02,0,0,2,0,9,0,11,28.1571428571429,1.36800646002977
"2003/2004",11,2003-07-09,0,0,0,0,18,2,20,27.4857142857143,1.26854979159486
"2003/2004",12,2003-07-16,0,0,0,0,22,3,25,28.0142857142857,1.34723958085698
"2003/2004",13,2003-07-23,0,0,2,0,15,0,17,28.0857142857143,1.35765354494597
"2003/2004",14,2003-07-30,0,0,3,0,13,2,18,27.9428571428571,1.33676740650384
"2003/2004",15,2003-08-06,0,1,9,0,15,0,25,27.9571428571429,1.3388663631328
"2003/2004",16,2003-08-13,0,2,5,0,13,1,21,28.2,1.37418771124248
"2003/2004",17,2003-08-20,0,0,9,0,20,2,31,27.7857142857143,1.31353748468296
"2003/2004",18,2003-08-27,0,2,7,0,22,1,32,27.8142857142857,1.31777972800826
"2003/2004",19,2003-09-03,0,1,3,0,21,1,26,28.8,1.45794916974685
"2003/2004",20,2003-09-10,0,2,5,0,25,3,35,28.9571428571429,1.47889611650251
"2003/2004",21,2003-09-17,0,0,5,0,19,4,28,27.8285714285714,1.31989783370245
"2003/2004",22,2003-09-24,0,2,10,0,24,1,37,28.6857142857143,1.44243503118723
"2003/2004",23,2003-10-01,0,1,10,0,29,1,41,27.9,1.33045732856074
"2003/2004",24,2003-10-08,0,0,6,0,26,2,34,27.4142857142857,1.25773166401372
"2003/2004",25,2003-10-15,0,0,9,0,19,2,30,27.7,1.30076405822912
"2003/2004",26,2003-10-22,0,0,10,0,27,2,39,27.9571428571429,1.3388663631328
"2003/2004",27,2003-10-29,0,4,9,0,24,2,39,27.3,1.24034935656515
"2003/2004",28,2003-11-05,0,1,4,0,27,7,39,27.0285714285714,1.19875908770531
"2003/2004",29,2003-11-12,0,0,2,0,28,4,34,26.3571428571429,1.09473944440409
"2003/2004",30,2003-11-19,0,0,3,0,19,8,30,25.7571428571429,1.00158047964899
"2003/2004",31,2003-11-26,0,0,2,0,23,12,37,26.2285714285714,1.07474763561088
"2003/2004",32,2003-12-03,0,1,6,0,17,5,29,25.6857142857143,0.990535940697226
"2003/2004",33,2003-12-10,0,2,4,0,15,5,26,25.8714285714286,1.01928084347825
"2003/2004",34,2003-12-17,0,2,1,0,7,5,15,25.9428571428571,1.03035890535521
"2003/2004",35,2003-12-24,0,2,6,0,8,6,22,24.9,0.870485495430572
"2003/2004",36,2004-01-01,0,3,2,0,8,2,15,24.3571428571429,0.789811389545507
"2003/2004",37,2004-01-08,0,1,5,0,10,4,20,24.4285714285714,0.800292337434703
"2003/2004",38,2004-01-15,0,1,4,0,6,3,14,24.7142857142857,0.842634178906503
"2003/2004",39,2004-01-22,0,2,2,0,6,0,10,24.4571428571429,0.80449686548068
"2003/2004",40,2004-01-29,0,0,6,0,14,1,21,25.1,0.90073536858587
"2003/2004",41,2004-02-05,0,1,3,0,5,5,14,24.8571428571429,0.864036940635057
"2003/2004",42,2004-02-12,0,0,4,0,8,2,14,25.0428571428571,0.89206726517948
"2003/2004",43,2004-02-19,0,0,4,0,4,1,9,24.3142857142857,0.783544058312474
"2003/2004",44,2004-02-26,0,2,4,0,5,0,11,25.2285714285714,0.92030704521206
"2003/2004",45,2004-03-04,0,1,1,0,3,0,5,25.6714285714286,0.988328913647678
"2003/2004",46,2004-03-11,0,2,1,0,3,0,6,25.8142857142857,1.01042653314815
"2003/2004",47,2004-03-18,0,0,1,0,6,0,7,25.4142857142857,0.948728844405449
"2003/2004",48,2004-03-25,0,3,3,0,5,0,11,24.5571428571429,0.819265848163409
"2003/2004",49,2004-04-01,0,0,0,0,4,0,4,25.8428571428571,1.01485271484437
"2003/2004",50,2004-04-08,0,1,1,0,1,0,3,25.8857142857143,1.02149560098727
"2003/2004",51,2004-04-15,0,0,1,0,1,0,2,25.8,1.00821420913598
"2003/2004",52,2004-04-22,0,2,1,0,2,1,6,26.4428571428571,1.10806470532745
"2004/2005",1,2004-04-29,0,3,2,0,4,1,10,26.1428571428571,1.06142226417045
"2004/2005",2,2004-05-06,0,1,0,0,5,1,7,26.8142857142857,1.1656878039301
"2004/2005",3,2004-05-13,0,1,2,0,2,0,5,25.8714285714286,1.01928084347825
"2004/2005",4,2004-05-20,0,0,0,0,3,0,3,25.1428571428571,0.907248992721253
"2004/2005",5,2004-05-27,0,1,3,0,7,1,12,28.2857142857143,1.38647866511436
"2004/2005",6,2004-06-03,0,1,0,0,11,1,13,27.9142857142857,1.33256286699054
"2004/2005",7,2004-06-10,0,0,1,0,9,0,10,28.3,1.3885176089276
"2004/2005",8,2004-06-17,0,2,3,0,6,2,13,28.6,1.43065367213244
"2004/2005",9,2004-06-24,0,2,1,0,8,2,13,28.1571428571429,1.36800646002977
"2004/2005",10,2004-07-01,0,0,3,0,5,0,8,27.8,1.31565960441829
"2004/2005",11,2004-07-08,0,1,1,0,17,2,21,28.1142857142857,1.36180219703005
"2004/2005",12,2004-07-15,0,2,1,0,15,0,18,28.1571428571429,1.36800646002977
"2004/2005",13,2004-07-22,0,0,0,0,8,0,8,28.0285714285714,1.34932712082201
"2004/2005",14,2004-07-29,0,1,1,0,5,0,7,28.5285714285714,1.42074482641994
"2004/2005",15,2004-08-05,0,5,1,0,14,0,20,29.3142857142857,1.52467049516825
"2004/2005",16,2004-08-12,0,1,1,0,12,0,14,28.7857142857143,1.45602243499138
"2004/2005",17,2004-08-19,0,4,2,0,8,0,14,29.1428571428571,1.5030332029096
"2004/2005",18,2004-08-26,0,3,2,0,2,0,7,28.6142857142857,1.43262563392694
"2004/2005",19,2004-09-02,0,3,1,0,8,2,14,28.8857142857143,1.4694318567216
"2004/2005",20,2004-09-09,0,2,1,0,7,0,10,28.0714285714286,1.35557554469483
"2004/2005",21,2004-09-16,0,1,2,0,6,4,13,27.9428571428571,1.33676740650384
"2004/2005",22,2004-09-23,0,4,2,0,18,3,27,28.7285714285714,1.44827943256145
"2004/2005",23,2004-09-30,0,2,1,0,9,1,13,28.3857142857143,1.40069182483274
"2004/2005",24,2004-10-07,0,5,2,0,10,1,18,28.1285714285714,1.36387280304298
"2004/2005",25,2004-10-14,0,2,3,0,10,1,16,28.3142857142857,1.39055376161441
"2004/2005",26,2004-10-21,0,4,1,0,8,3,16,27.1714285714286,1.22069762737545
"2004/2005",27,2004-10-28,0,4,3,0,13,0,20,27.1,1.2097408240492
"2004/2005",28,2004-11-04,0,3,2,0,11,1,17,26.9285714285714,1.1833472728697
"2004/2005",29,2004-11-11,0,1,1,0,2,0,4,26.4,1.10140263212641
"2004/2005",30,2004-11-18,0,3,0,0,11,1,15,26.1285714285714,1.05920186145615
"2004/2005",31,2004-11-25,0,1,0,0,6,1,8,25.4142857142857,0.948728844405449
"2004/2005",32,2004-12-02,0,1,0,0,5,0,6,25.4285714285714,0.950921861370571
"2004/2005",33,2004-12-09,0,1,1,0,10,0,12,26.3571428571429,1.09473944440409
"2004/2005",34,2004-12-16,0,2,1,0,12,0,15,26.2714285714286,1.08141150595131
"2004/2005",35,2004-12-23,0,3,1,0,7,0,11,25.1285714285714,0.905076614540418
"2004/2005",36,2005-01-01,0,2,2,0,5,1,10,25.0857142857143,0.898566525654484
"2004/2005",37,2005-01-08,0,5,0,0,8,2,15,25.2571428571429,0.924668486075225
"2004/2005",38,2005-01-15,0,2,2,0,12,1,17,24.4714285714286,0.806601691302752
"2004/2005",39,2005-01-22,0,3,1,0,2,1,7,23.8,0.709679426835229
"2004/2005",40,2005-01-29,0,2,1,0,4,0,7,23.1857142857143,0.625117708427776
"2004/2005",41,2005-02-05,0,2,0,0,6,0,8,23.1,0.613669353602443
"2004/2005",42,2005-02-12,0,3,1,0,5,0,9,24.3571428571429,0.789811389545507
"2004/2005",43,2005-02-19,0,1,0,0,10,1,12,24.3857142857143,0.793998510423914
"2004/2005",44,2005-02-26,0,2,0,0,9,1,12,25.8714285714286,1.01928084347825
"2004/2005",45,2005-03-05,0,1,0,0,4,0,5,26.0571428571429,1.04810290138686
"2004/2005",46,2005-03-12,0,1,1,0,2,0,4,26.0285714285714,1.0436650324764
"2004/2005",47,2005-03-19,0,1,0,0,8,2,11,27.2571428571429,1.23380949658908
"2004/2005",48,2005-03-26,0,1,0,0,3,0,4,27.0428571428571,1.20095731545707
"2004/2005",49,2005-04-02,0,1,0,0,3,1,5,27.5,1.27070890408178
"2004/2005",50,2005-04-09,0,3,0,0,4,0,7,27.8,1.31565960441829
"2004/2005",51,2005-04-16,0,0,0,0,1,0,1,27.2285714285714,1.22944350576311
"2004/2005",52,2005-04-23,0,1,0,0,0,0,1,27.6428571428571,1.2922112446742
"2005/2006",1,2005-04-30,0,2,0,0,2,0,4,27,1.19435994356799
"2005/2006",2,2005-05-07,0,0,0,0,1,1,2,26.8,1.1634773627189
"2005/2006",3,2005-05-14,0,3,0,0,2,1,6,27.0714285714286,1.20535098810634
"2005/2006",4,2005-05-21,0,0,0,0,3,0,3,29.0428571428571,1.49012272530501
"2005/2006",5,2005-05-28,0,1,0,0,3,0,4,28.9,1.47133244154225
"2005/2006",6,2005-06-04,0,3,1,0,6,0,10,28.0428571428571,1.35141230989459
"2005/2006",7,2005-06-11,0,3,0,0,9,0,12,28.7714285714286,1.45409206819496
"2005/2006",8,2005-06-18,0,6,1,0,13,1,21,29.7142857142857,1.57247993934308
"2005/2006",9,2005-06-25,0,8,0,0,15,3,26,28.7,1.44438665202942
"2005/2006",10,2005-07-02,0,6,1,0,13,1,21,28.9142857142857,1.47322918625039
"2005/2006",11,2005-07-09,0,6,0,0,21,3,30,28.2142857142857,1.37624290632599
"2005/2006",12,2005-07-16,0,5,0,0,37,3,45,28.5285714285714,1.42074482641994
"2005/2006",13,2005-07-23,0,5,1,0,45,5,56,29.1571428571429,1.50486059229712
"2005/2006",14,2005-07-30,0,9,2,0,60,4,75,29.3428571428571,1.52821321801518
"2005/2006",15,2005-08-06,0,20,1,0,58,4,83,29.3714285714286,1.53173720255975
"2005/2006",16,2005-08-13,0,12,2,0,60,8,82,28.5857142857143,1.42867840803016
"2005/2006",17,2005-08-20,0,13,3,0,93,17,126,27.6285714285714,1.29006858698119
"2005/2006",18,2005-08-27,0,17,1,0,80,21,119,28.8285714285714,1.46179163990358
"2005/2006",19,2005-09-03,0,20,7,0,92,18,137,29.1142857142857,1.49936556469721
"2005/2006",20,2005-09-10,0,30,3,0,88,10,131,28.9142857142857,1.47322918625039
"2005/2006",21,2005-09-17,0,27,2,0,71,12,112,28.4142857142857,1.40472667644798
"2005/2006",22,2005-09-24,0,14,6,0,54,8,82,28.8,1.45794916974685
"2005/2006",23,2005-10-01,0,15,2,0,53,3,73,27.1571428571429,1.21850837613704
"2005/2006",24,2005-10-08,0,7,2,0,33,1,43,26.9428571428571,1.18555142512556
"2005/2006",25,2005-10-15,0,9,2,0,44,0,55,28.6,1.43065367213244
"2005/2006",26,2005-10-22,0,16,4,1,32,2,55,27.9142857142857,1.33256286699054
"2005/2006",27,2005-10-29,0,8,4,0,39,2,53,28.1428571428571,1.36594089839411
"2005/2006",28,2005-11-05,0,9,0,0,34,3,46,27.1571428571429,1.21850837613704
"2005/2006",29,2005-11-12,0,8,0,0,28,7,43,27.0285714285714,1.19875908770531
"2005/2006",30,2005-11-19,0,4,0,0,25,0,29,26.2714285714286,1.08141150595131
"2005/2006",31,2005-11-26,0,8,2,0,12,0,22,25.5285714285714,0.966297270524
"2005/2006",32,2005-12-03,0,12,1,0,11,2,26,25.3,0.931218505204458
"2005/2006",33,2005-12-10,0,6,0,0,7,0,13,24.8,0.855458450925865
"2005/2006",34,2005-12-17,0,10,1,0,6,0,17,24.3571428571429,0.789811389545507
"2005/2006",35,2005-12-24,0,3,0,0,5,0,8,24.5857142857143,0.823500388639627
"2005/2006",36,2006-01-01,0,4,1,0,8,0,13,24.1428571428571,0.758640042508749
"2005/2006",37,2006-01-08,0,3,0,0,7,0,10,24.7428571428571,0.84690301955817
"2005/2006",38,2006-01-15,0,8,0,0,8,1,17,24.4142857142857,0.798192656060301
"2005/2006",39,2006-01-22,0,11,2,0,6,0,19,23.5714285714286,0.677716975027862
"2005/2006",40,2006-01-29,0,4,1,0,4,0,9,23.5285714285714,0.671787877156543
"2005/2006",41,2006-02-05,0,3,1,0,4,1,9,24.6142857142857,0.827741363130464
"2005/2006",42,2006-02-12,0,4,1,0,4,0,9,25.0142857142857,0.887740604369175
"2005/2006",43,2006-02-19,0,2,1,0,0,0,3,25.0714285714286,0.896398885908985
"2005/2006",44,2006-02-26,0,6,0,0,0,1,7,25.5857142857143,0.975101107978662
"2005/2006",45,2006-03-05,0,2,2,0,3,0,7,25.4285714285714,0.95092186137057
"2005/2006",46,2006-03-12,0,0,0,0,0,0,0,25.6428571428571,0.983916854128214
"2005/2006",47,2006-03-19,0,0,0,0,1,1,2,26.1714285714286,1.06586355499315
"2005/2006",48,2006-03-26,0,1,1,0,1,0,3,26.1,1.05476161991768
"2005/2006",49,2006-04-02,0,2,0,0,1,0,3,25.5428571428571,0.968497064927202
"2005/2006",50,2006-04-09,0,0,1,0,0,0,1,26.6285714285714,1.13690974865474
"2005/2006",51,2006-04-16,0,1,0,0,2,0,3,26.3428571428571,1.09251821138159
"2005/2006",52,2006-04-23,0,2,0,0,1,0,3,26.5285714285714,1.12138370375304
"2006/2007",1,2006-04-30,0,2,0,0,1,0,3,25.7857142857143,1.00600241584611
"2006/2007",2,2006-05-07,0,2,0,0,4,1,7,27.5285714285714,1.27502245201982
"2006/2007",3,2006-05-14,0,1,0,0,2,0,3,28.7,1.44438665202942
"2006/2007",4,2006-05-21,0,1,0,0,3,1,5,28.9571428571429,1.47889611650251
"2006/2007",5,2006-05-28,0,3,2,0,5,1,11,28.5285714285714,1.42074482641994
"2006/2007",6,2006-06-04,0,1,0,0,4,0,5,29.3428571428571,1.52821321801518
"2006/2007",7,2006-06-11,0,1,0,0,4,0,5,27.6428571428571,1.2922112446742
"2006/2007",8,2006-06-18,0,3,1,0,2,0,6,27.8,1.31565960441829
"2006/2007",9,2006-06-25,0,2,1,0,3,0,6,28.4428571428571,1.40874959690055
"2006/2007",10,2006-07-02,0,0,0,0,4,0,4,27.9714285714286,1.34096308127949
"2006/2007",11,2006-07-09,0,3,0,0,1,0,4,27.3571428571429,1.24905130410533
"2006/2007",12,2006-07-16,0,2,0,0,6,0,8,28.1857142857143,1.37212988965183
"2006/2007",13,2006-07-23,0,6,4,0,4,0,14,28.2714285714286,1.38443695386663
"2006/2007",14,2006-07-30,0,3,3,0,6,0,12,27.3571428571429,1.24905130410533
"2006/2007",15,2006-08-06,0,7,0,0,8,1,16,28.4285714285714,1.40673964017305
"2006/2007",16,2006-08-13,0,2,0,0,8,0,10,27.9571428571429,1.3388663631328
"2006/2007",17,2006-08-20,0,5,3,0,8,0,16,28.3285714285714,1.39258709942432
"2006/2007",18,2006-08-27,0,4,5,0,7,2,18,28.2571428571429,1.38239249881791
"2006/2007",19,2006-09-03,0,5,1,1,6,2,15,28.5,1.41675886732394
"2006/2007",20,2006-09-10,0,3,7,0,12,1,23,28.7857142857143,1.45602243499138
"2006/2007",21,2006-09-17,0,7,4,0,6,0,17,29.0714285714286,1.49383236732501
"2006/2007",22,2006-09-24,0,12,6,0,13,2,33,28.9142857142857,1.47322918625039
"2006/2007",23,2006-10-01,0,4,3,0,8,0,15,28.6857142857143,1.44243503118723
"2006/2007",24,2006-10-08,0,4,5,0,3,1,13,28.2,1.37418771124248
"2006/2007",25,2006-10-15,0,5,2,0,4,0,11,28.4285714285714,1.40673964017305
"2006/2007",26,2006-10-22,1,6,2,0,4,1,14,28.3714285714286,1.39866998520844
"2006/2007",27,2006-10-29,0,1,5,0,11,0,17,28.2142857142857,1.37624290632599
"2006/2007",28,2006-11-05,0,5,5,0,8,1,19,27.5428571428571,1.2771768462256
"2006/2007",29,2006-11-12,0,5,4,1,9,1,20,26.5571428571429,1.12582134941583
"2006/2007",30,2006-11-19,0,4,1,0,7,0,12,27.7714285714286,1.31141339049697
"2006/2007",31,2006-11-26,0,6,6,0,9,0,21,26.4428571428571,1.10806470532745
"2006/2007",32,2006-12-03,0,3,3,0,1,0,7,26.2857142857143,1.083632864735
"2006/2007",33,2006-12-10,0,2,6,0,10,1,19,26,1.03922832872714
"2006/2007",34,2006-12-17,0,2,4,0,2,2,10,26.0428571428571,1.04588382896304
"2006/2007",35,2006-12-24,0,2,5,0,5,1,13,25.4714285714286,0.95750622534912
"2006/2007",36,2007-01-01,0,1,5,0,4,0,10,25.1,0.90073536858587
"2006/2007",37,2007-01-08,0,1,2,0,3,2,8,24.9285714285714,0.874791350740936
"2006/2007",38,2007-01-15,0,3,6,0,10,2,21,25.0714285714286,0.896398885908985
"2006/2007",39,2007-01-22,0,5,1,1,3,1,11,25.1142857142857,0.902905402347605
"2006/2007",40,2007-01-29,0,2,2,0,4,1,9,25.4571428571429,0.955310565285697
"2006/2007",41,2007-02-05,0,4,5,0,5,0,14,26.1142857142857,1.05698164148813
"2006/2007",42,2007-02-12,0,6,4,0,4,0,14,26.3857142857143,1.09918167127526
"2006/2007",43,2007-02-19,0,3,7,0,5,0,15,25.5,0.961900094132657
"2006/2007",44,2007-02-26,0,4,8,0,5,1,18,26.7142857142857,1.15020257495022
"2006/2007",45,2007-03-05,0,3,7,0,6,0,16,26.6857142857143,1.14577344868655
"2006/2007",46,2007-03-12,0,5,0,0,6,1,12,26.6857142857143,1.14577344868655
"2006/2007",47,2007-03-19,0,7,4,0,8,1,20,27.2571428571429,1.23380949658908
"2006/2007",48,2007-03-26,0,3,1,0,4,0,8,25.8285714285714,1.01263937327052
"2006/2007",49,2007-04-02,0,0,1,0,2,0,3,26.1,1.05476161991768
"2006/2007",50,2007-04-09,0,2,2,0,8,1,13,27.5428571428571,1.2771768462256
"2006/2007",51,2007-04-16,0,1,1,0,2,0,4,27.5428571428571,1.2771768462256
"2006/2007",52,2007-04-23,0,0,0,0,1,0,1,25.7,0.992743613694987
"2007/2008",1,2007-04-30,0,6,0,0,4,0,10,27.2142857142857,1.22725874399029
"2007/2008",2,2007-05-07,0,3,3,0,2,0,8,28.8428571428571,1.46370732353487
"2007/2008",3,2007-05-14,0,0,6,0,7,0,13,28.8285714285714,1.46179163990358
"2007/2008",4,2007-05-21,0,0,4,0,6,0,10,28.4142857142857,1.40472667644798
"2007/2008",5,2007-05-28,0,1,13,0,6,1,21,29.1142857142857,1.49936556469721
"2007/2008",6,2007-06-04,0,3,7,0,7,1,18,28.6714285714286,1.44047995713249
"2007/2008",7,2007-06-11,0,4,7,0,9,1,21,28.9714285714286,1.48077723725072
"2007/2008",8,2007-06-18,0,6,13,0,12,3,34,29.2714285714286,1.51932176935152
"2007/2008",9,2007-06-25,0,4,4,1,13,3,25,28.8,1.45794916974685
"2007/2008",10,2007-07-02,2,3,9,0,18,2,34,28.7571428571429,1.45215809508847
"2007/2008",11,2007-07-09,1,6,11,1,11,3,33,28.8857142857143,1.4694318567216
"2007/2008",12,2007-07-16,2,7,21,0,9,1,40,28.4857142857143,1.4147611819908
"2007/2008",13,2007-07-23,5,10,20,0,6,1,42,28.7571428571429,1.45215809508847
"2007/2008",14,2007-07-30,0,3,23,0,7,3,36,28.5428571428571,1.42273305096547
"2007/2008",15,2007-08-06,2,9,35,0,23,3,72,28.2571428571429,1.38239249881791
"2007/2008",16,2007-08-13,8,14,28,2,21,2,75,28.5285714285714,1.42074482641994
"2007/2008",17,2007-08-20,5,14,34,3,19,1,76,28.5142857142857,1.4187534236599
"2007/2008",18,2007-08-27,7,6,53,5,16,5,92,28.2428571428571,1.38034532354334
"2007/2008",19,2007-09-03,6,14,34,1,12,4,71,28.7,1.44438665202942
"2007/2008",20,2007-09-10,10,13,58,1,26,4,112,28.4714285714286,1.41276039217953
"2007/2008",21,2007-09-17,9,6,52,0,37,2,106,28.1714285714286,1.37006946483868
"2007/2008",22,2007-09-24,6,15,48,1,27,4,101,27.9,1.33045732856074
"2007/2008",23,2007-10-01,13,23,74,3,45,12,170,28.1285714285714,1.36387280304298
"2007/2008",24,2007-10-08,7,19,59,0,45,5,135,29.0857142857143,1.49568096224806
"2007/2008",25,2007-10-15,10,13,41,0,37,5,106,28.1285714285714,1.36387280304298
"2007/2008",26,2007-10-22,7,6,25,3,20,7,68,26.3714285714286,1.0969606031934
"2007/2008",27,2007-10-29,2,4,8,0,29,5,48,27.5142857142857,1.27286646442195
"2007/2008",28,2007-11-05,2,5,27,0,12,2,48,26.6142857142857,1.13469279085164
"2007/2008",29,2007-11-12,0,0,9,0,15,2,26,27.1714285714286,1.22069762737545
"2007/2008",30,2007-11-19,1,2,8,0,17,5,33,25.3285714285714,0.935590272347893
"2007/2008",31,2007-11-26,3,0,10,0,16,0,29,25.8428571428571,1.01485271484437
"2007/2008",32,2007-12-03,1,1,4,0,11,0,17,25.8857142857143,1.02149560098727
"2007/2008",33,2007-12-10,0,0,1,0,10,1,12,25,0.885579164359526
